"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Armenia","ARM",171746817,0.483310383171863,1,47,2,4,2,1,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,1,2,1,,,4,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,3,1,,0,0,5,4,4,4,1,5,2,2,1,0
"Armenia","ARM",136340546,0.312052304387797,1,59,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,4,3,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",133451121,2.92459085848942,1,16,2,4,1,2,1,1,0,2,2,2,,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,1,1,2,2,1,,3,3,2,2,3,2,,1,0,4,2,4,2,4,5,1,1,1,0
"Armenia","ARM",178773550,0.265434764162085,1,75,2,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,1,,,1,2,2,,,2,2,,,,,,,2,1,2,2,2,1,2,,,,,,3,3,3,4,,4,,0,0,4,4,1,4,3,1,1,2,1,0
"Armenia","ARM",189648996,0.733654920151361,1,36,2,1,1,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,1,1,1,2,1,,0,1,4,1,4,4,4,5,1,1,1,0
"Armenia","ARM",179836089,2.98339399484209,2,42,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",139518474,2.5883040119453,2,67,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,4,,3,,1,0,1,4,4,4,4,5,1,1,1,0
"Armenia","ARM",128397869,2.98339399484209,2,17,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,1,1,2,2,1,,2,,,,,,3,3,2,2,3,2,,1,0,2,2,2,4,2,3,1,1,0,0
"Armenia","ARM",174321794,1.10002677754993,2,20,2,5,1,2,1,1,1,2,1,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,2,1,,1,2,1,1,2,,2,2,2,2,2,2,2,,2,3,2,1,2,1,2,1,1,,,1,1,2,1,,,2,,,,,,,1,1,1,2,,,2,,,,,,3,2,3,3,,3,,1,0,4,1,1,4,1,1,1,1,1,1
"Armenia","ARM",132143344,0.545914174842667,1,86,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,4,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,1,1,3,5,2,1,,0,0,4,4,2,4,2,5,2,2,0,0
"Armenia","ARM",148217786,0.321345220286083,1,71,2,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,2,2,1,,1,3,3,1,1,,,2,,,,1,1,2,3,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,3,2,3,4,,2,,1,1,1,4,4,4,1,1,1,1,1,0
"Armenia","ARM",178522041,0.242363197758024,1,59,3,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,1,1,2,2,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,3,3,3,,3,,0,0,2,4,4,4,2,3,1,1,0,0
"Armenia","ARM",119102341,1.89005716141095,2,51,3,4,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,2,,2,,1,,,,,,,,,,,,,,1,1,,1,1,2,,,,2,2,,2,2,1,2,,1,3,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,1,2,1,2,,,1,1,1,2,,,3,3,3,4,,2,,1,1,4,1,4,1,1,5,1,1,1,1
"Armenia","ARM",187333860,0.842195126920492,2,55,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,1,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,3,3,1,3,,0,0,2,4,4,4,1,5,1,1,0,0
"Armenia","ARM",148255494,1.04301155222041,1,29,2,4,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,1,4,4,4,4,5,1,1,1,0
"Armenia","ARM",169949371,0.430492662754342,2,62,2,4,1,1,1,1,0,1,2,2,,,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,3,4,1,1,,0,0,1,4,4,4,2,5,1,1,1,0
"Armenia","ARM",142290748,1.15746778259475,1,27,2,3,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,2,2,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,1,4,4,4,4,1,1,1,1,1,0
"Armenia","ARM",191175956,0.642020856614531,1,28,3,3,2,2,1,1,1,1,1,2,,,1,2,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,2,5,1,1,1,0
"Armenia","ARM",160136206,0.242363197758024,1,65,3,5,1,2,1,1,1,1,2,1,2,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,1,2,2,2,2,,,1,1,2,,,,2,2,2,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,2,1,2,,,,,,3,2,2,4,2,2,,1,0,4,4,1,4,2,5,1,2,1,0
"Armenia","ARM",198902417,0.912726768325036,2,65,3,3,2,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,2,2,1,2,2,2,1,2,1,2,1,1,2,1,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,3,2,3,4,,2,,0,1,4,4,3,4,1,3,1,2,1,0
"Armenia","ARM",150548627,1.14176602329325,1,33,3,2,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,4,2,2,,0,0,4,4,4,4,1,5,1,1,1,0
"Armenia","ARM",139379658,0.718083730474905,2,82,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,4,,0,0,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",115167315,0.740688615054559,1,64,2,3,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,4,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,4,3,2,,0,0,1,4,4,4,2,5,1,1,1,0
"Armenia","ARM",131821922,0.374464694244021,1,29,3,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,1,1,1,1,1,1,,1,1,1,1,2,,2,2,2,2,1,1,1,,3,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,1,1,4,1,,0,1,2,4,4,4,2,1,1,1,1,1
"Armenia","ARM",179705533,1.02733413302018,1,37,2,4,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,1,2,1,1,2,,,,,,,,,,1,2,2,1,2,1,,1,1,2,,,,2,2,2,2,1,2,1,,2,3,3,1,1,,,1,1,,,1,2,1,2,,,1,2,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,1,2,3,1,,0,1,1,1,4,4,1,1,1,1,1,1
"Armenia","ARM",130898536,0.470255192184775,1,74,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Armenia","ARM",114083103,0.43796971931006,1,39,2,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,1,2,1,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,2,,0,1,4,4,4,4,1,3,1,1,1,0
"Armenia","ARM",207714647,1.01041665058707,2,55,3,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,1,2,1,2,2,1,2,,,,,2,,,1,3,2,,,,2,2,,2,2,2,1,,4,3,3,2,,,,1,2,1,1,2,,,,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,2,4,4,4,4,2,1,1,0,0
"Armenia","ARM",123507942,0.648147372017918,1,39,2,3,2,1,1,1,1,2,1,2,,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,,,1,1,2,,,,2,1,2,2,2,1,2,,2,2,1,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,3,4,2,2,,1,1,4,4,1,4,1,1,1,2,1,0
"Armenia","ARM",200433440,0.328590105680021,1,38,2,5,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,3,2,3,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,3,,3,,1,0,4,1,4,4,2,5,1,1,1,0
"Armenia","ARM",162857492,2.98339399484209,2,15,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,4,1,1,1,0,0
"Armenia","ARM",143831000,0.398304591015879,2,80,3,5,2,2,0,0,0,,,4,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,5,2,2,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,3,,0,0,4,4,4,4,4,1,1,1,0,0
"Armenia","ARM",156940270,0.49040326998699,1,25,3,2,1,1,1,1,0,,,1,2,,2,1,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,2,2,2,2,2,,9,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,2,3,2,2,,1,0,4,4,4,2,1,5,1,1,1,0
"Armenia","ARM",200050831,2.51459846595811,2,17,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,1,2,1,1,1,,2,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,2,4,2,,1,1,4,4,4,4,4,3,1,1,0,0
"Armenia","ARM",120613482,1.02480525224827,1,60,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,3,3,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,4,,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Armenia","ARM",125780947,0.993966731787553,1,63,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,2,2,2,2,,0,1,4,4,4,2,2,5,2,2,0,0
"Armenia","ARM",154203820,0.243097603361585,1,84,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,9,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,1,1,1,3,2,3,,1,0,4,4,2,4,2,1,1,2,0,0
"Armenia","ARM",152760342,0.242363197758024,1,61,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,2,2,2,2,1,,1,3,3,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,2,1,2,1,,,2,,,,,,3,3,3,3,,2,,0,1,4,4,1,4,1,1,1,1,1,1
"Armenia","ARM",197005659,0.242363197758024,1,65,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Armenia","ARM",170823515,0.242363197758024,1,35,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,2,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,4,2,2,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,1,,1,1,4,4,4,4,1,5,1,1,1,1
"Armenia","ARM",169936994,0.242363197758024,1,64,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,2,,1,0,4,4,4,4,4,1,1,1,0,0
"Armenia","ARM",199131543,0.63273506765754,1,47,2,3,2,2,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,1,2,1,1,,,3,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,1,4,4,4,1,5,1,2,1,0
"Armenia","ARM",140814590,2.98339399484209,2,45,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,1,2,4,4,4,2,5,1,1,0,0
"Armenia","ARM",195980892,2.98339399484209,2,51,2,5,2,2,1,1,1,1,2,1,1,1,1,1,2,,,,2,,2,,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,1,2,,4,2,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,1,1,4,4,4,1,5,1,2,1,1
"Armenia","ARM",129951025,0.31080433374937,1,39,3,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",142275302,0.682972222476228,1,33,3,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Armenia","ARM",133656340,1.88488479824733,2,54,3,4,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,1,2,2,1,2,,,1,2,1,2,2,,2,2,2,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,1,2,,,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,2,2,3,2,1,,0,0,1,4,4,4,1,5,1,1,1,0
"Armenia","ARM",121783605,0.687946514209439,2,64,2,3,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,1,1,2,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,4,3,3,,0,1,2,4,4,4,1,5,1,1,1,0
"Armenia","ARM",138274961,0.550702013472478,2,75,2,3,2,2,1,1,0,2,2,3,,,2,2,3,,,,3,,1,2,1,,,,,,,,,,,,,,3,,,1,2,3,,,,2,2,,3,3,3,1,,8,,,2,,,,1,1,,,1,3,2,,,3,4,,,,,,,2,2,,,,,2,,,,,,1,4,1,1,4,3,,0,1,5,4,4,4,3,1,1,2,1,0
"Armenia","ARM",118350750,0.242363197758024,1,41,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,1,1,2,2,1,,0,0,2,4,4,2,2,5,1,1,0,0
"Armenia","ARM",174752190,0.971727070389204,1,35,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,2,2,2,,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,2,4,4,4,4,1,1,1,0,0
"Armenia","ARM",121479865,1.09804969016375,1,28,2,2,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,2,2,1,,0,0,4,1,1,4,2,2,1,1,1,0
"Armenia","ARM",119396329,2.98339399484209,2,28,1,2,1,2,1,1,0,1,1,2,,,1,1,1,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,2,,,1,2,1,2,1,,2,2,,2,1,2,1,,3,3,3,2,,,,2,,,,1,1,1,1,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,1,5,1,1,1,0
"Armenia","ARM",159047515,1.09286274554122,1,40,2,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,2,2,2,1,1,,1,1,4,3,4,4,1,5,1,2,1,0
"Armenia","ARM",176953269,0.85050506653189,1,18,2,1,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,2,2,,,,,,,,,,1,1,1,1,2,,,2,1,1,2,2,,2,2,2,2,2,1,1,,4,2,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,2,,0,1,4,4,4,4,4,3,1,1,1,0
"Armenia","ARM",191597210,0.501654814683292,1,35,2,3,1,1,1,1,0,,,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,4,2,,0,1,4,4,4,4,3,5,1,1,0,0
"Armenia","ARM",169121723,2.15352098654918,2,40,3,5,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,1,2,,1,1,2,,,,2,2,2,2,1,2,2,,3,3,3,1,1,,,2,,,,1,2,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,1,4,4,4,1,1,1,1,1,1
"Armenia","ARM",166863080,0.87593472173488,1,62,2,5,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,2,2,1,1,1,,1,1,1,2,1,,2,2,2,2,2,2,2,,3,3,2,2,,,,1,2,1,2,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,3,3,2,1,,0,0,1,4,4,4,1,3,1,1,1,1
"Armenia","ARM",182671053,0.242363197758024,1,70,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,1,2,4,3,3,,1,0,4,4,1,4,2,5,1,1,1,0
"Armenia","ARM",114621861,2.38681125732872,2,45,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",120824283,0.828639864010626,1,46,3,4,1,1,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,1,2,2,2,2,,,1,2,1,1,2,,2,2,2,2,1,1,2,,4,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,3,2,,0,1,4,4,4,4,1,5,1,1,1,1
"Armenia","ARM",165720755,0.624547096298265,1,20,3,4,1,1,1,1,0,,,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,2,2,3,2,4,1,,1,1,4,4,4,2,1,1,1,1,1,0
"Armenia","ARM",194484641,1.58042302952846,1,48,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,3,,0,1,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",156573137,0.389477095706896,1,45,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,4,,0,0,4,4,4,4,2,5,1,1,0,0
"Armenia","ARM",158148907,1.49866173417835,2,54,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,3,3,2,,0,0,4,4,4,2,4,5,2,2,0,0
"Armenia","ARM",188275761,0.658682076315563,1,48,3,4,1,2,1,1,0,2,4,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,4,,,4,4,4,,,,4,4,,4,4,4,4,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,4,2,,,,,2,,,,,,3,1,3,2,2,2,,0,0,2,5,4,4,2,5,1,1,0,0
"Armenia","ARM",122723148,0.539177499222748,1,61,3,3,1,2,1,1,0,2,2,2,,,2,2,1,1,2,1,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,1,2,,,,1,2,,2,2,2,2,,4,3,3,1,1,,,1,2,2,2,1,1,2,1,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,3,3,2,4,,2,,1,1,2,4,4,2,1,1,1,1,1,0
"Armenia","ARM",156194100,0.646843596400727,1,66,2,1,1,2,1,1,0,1,1,2,,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,1,2,2,2,2,2,,,,,,3,3,3,3,,4,,0,1,1,4,3,4,2,5,1,2,1,0
